Id;CodeCIS;Denomination;FormePharma;EstCommercialisée;StatutBDM;NoUE_autorisation;Titulaire(s);surveillance;JJ_MM_AAAA;idProcédure;idStatutAdmin
3927;62412256;BIMZELX 160 mg, solution injectable en stylo prérempli;solution injectable;FAUX;;EU/1/21/1575;UCB PHARMA BELGIQUE;VRAI;20/08/2021;5;1
3928;62412936;CEFTAZIDIME VIATRIS 2 g, poudre pour solution injectable (IV);poudre pour solution injectable;FAUX;;;VIATRIS SANTE;FAUX;15/10/2007;2;1
3929;62414855;RILUZOLE ZENTIVA 50 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;EU/1/12/768;AVENTIS PHARMA;FAUX;07/05/2012;5;1
3930;62415398;ATOVAQUONE/PROGUANIL EG 250 mg/100 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;26/07/2013;4;1
3931;62415804;MUCOPRET, comprimé pelliculé;comprimé pelliculé;FAUX;;;BIONORICA (ALLEMAGNE);FAUX;07/11/2017;4;1
3932;62415918;MOSCHUS BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;17/09/2019;3;1
3933;62415971;XATRAL LP 10 mg, comprimé à libération prolongée;comprimé à libération prolongée;VRAI;Warning disponibilité;;BB FARMA (ITALIE);FAUX;22/08/2011;7;2
3934;62416105;TRANXENE 20 mg/2 ml, lyophilisat et solution pour usage parentéral;lyophilisat et  solution pour usage parentéral;FAUX;;;NEURAXPHARM FRANCE;FAUX;27/07/1988;2;1
3935;62416347;SUNITINIB ZENTIVA 25 mg, gélule;gélule;FAUX;;;ZENTIVA FRANCE;FAUX;29/01/2021;4;1
3936;62416945;DULCAMARA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;15/03/2013;3;1
3937;62417470;ACTISKENAN 5 mg, gélule;gélule;FAUX;;;ETHYPHARM;FAUX;17/02/1999;2;1
3938;62417552;DOMPERIDONE ZENTIVA 10 mg, comprimé pelliculé;comprimé pelliculé;VRAI;Warning disponibilité;;ZENTIVA FRANCE;FAUX;28/07/2003;2;2
3939;62419261;IZILOX 400 mg/250 ml, solution pour perfusion;solution pour perfusion;FAUX;;;BAYER HEALTHCARE;FAUX;18/03/2010;1;1
3940;62419546;LOSARTAN/HYDROCHLOROTHIAZIDE EG 100/12,5 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;24/11/2011;2;1
3941;62420687;COSENTYX 150 mg, poudre pour solution injectable;poudre pour solution injectable;VRAI;Warning disponibilité;EU/1/14/980;NOVARTIS EUROPHARM (IRLANDE);FAUX;15/01/2015;5;1
3942;62421127;BETNESOL 5 mg/100 ml, solution rectale en poche;solution;FAUX;;;ALFASIGMA (ITALIE);FAUX;25/03/1993;2;1
3943;62421725;ENALAPRIL/LERCANIDIPINE ZENTIVA 20 mg/10 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ZENTIVA FRANCE;FAUX;12/02/2018;2;1
3944;62422243;ESCHSCHOLTZIA CALIFORNICA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;08/08/2013;3;1
3945;62422510;MOXIFLOXACINE EG 400 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;14/04/2014;4;1
3946;62422784;NISISCO 80 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé;VRAI;Warning disponibilité;;NOVARTIS PHARMA;FAUX;02/12/1997;2;1
3947;62423007;MONTELUKAST ALMUS 10 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ALMUS FRANCE;FAUX;19/07/2012;2;1
3948;62423427;LEVIDCEN 250 mg, granulés enrobés en sachet;granulés enrobé;FAUX;;;ADVICENNE;FAUX;20/10/2014;1;1
3949;62424027;INSUMAN INFUSAT 100 UI/ml, solution injectable en cartouche;solution injectable;VRAI;Warning disponibilité;EU/1/97/030;SANOFI AVENTIS (ALLEMAGNE);FAUX;11/11/1998;5;1
3950;62424059;NEGABAN 1 g, poudre pour solution injectable/pour perfusion;poudre pour solution injectable ou pour perfusion;FAUX;;;EUMEDICA;FAUX;23/12/2014;1;1
3951;62425104;POPULUS TREMULA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;08/06/2020;3;1
3952;62425307;MOXONIDINE TEVA SANTE 0,4 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;RATIOPHARM (ALLEMAGNE);FAUX;20/03/2006;2;1
3953;62425937;HERZUMA 150 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;FAUX;;EU/1/17/1257;CELLTRION HEALTHCARE HUNGARY (HONGRIE);FAUX;09/02/2018;5;1
3954;62426163;PANADOL 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;VRAI;Warning disponibilité;;GLAXOSMITHKLINE SANTE GRAND PUBLIC;FAUX;09/02/1996;2;1
3955;62426188;CAUSTICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;03/08/2009;3;1
3956;62426576;CISPLATINE ACCORD 1 mg/ml, solution à diluer pour perfusion;solution injectable à diluer pour perfusion;FAUX;;;ACCORD HEALTHCARE FRANCE;FAUX;12/10/2009;2;1
3957;62426804;PARIETARIA OFFICINALIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;01/07/2013;3;1
3958;62427265;SMOFKABIVEN E, émulsion pour perfusion;solution et  solution et  émulsion pour perfusion;FAUX;;;FRESENIUS KABI FRANCE;FAUX;05/08/2008;1;1
3959;62427564;MENTHA PIPERITA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;20/02/2020;3;1
3960;62428328;BENAZEPRIL HYDROCHLOROTHIAZIDE EG 10 mg/12,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;10/10/2008;2;1
3961;62428488;GANIRELIX THERAMEX 0,25 mg/0,5 mL, solution injectable en seringue pré-remplie;solution injectable;FAUX;;;THERAMEX IRELAND (IRLANDE);FAUX;20/09/2021;4;1
3962;62428577;TSOLUDOSE 100 microgrammes, solution buvable en récipient unidose;solution buvable;FAUX;;;IBSA PHARMA SAS;FAUX;23/11/2018;2;1
3963;62429565;ARANESP 40 microgrammes, solution injectable en stylo prérempli;solution injectable;FAUX;;EU/1/01/185;AMGEN EUROPE;FAUX;28/02/2005;5;1
3964;62429736;DEPO PROVERA 150 mg/3 ml, suspension injectable (intramusculaire profonde);suspension injectable;FAUX;;;PFIZER HOLDING FRANCE;FAUX;30/07/1980;2;1
3965;62429857;FOSRENOL 1000 mg, comprimé à croquer;comprimé à croquer;FAUX;;;TAKEDA PHARMACEUTICALS INTERNATIONAL (IRLANDE);FAUX;04/07/2005;1;1
3966;62430966;TOPIRAMATE ARROW LAB 50 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ARROW GENERIQUES;FAUX;24/06/2019;1;1
3967;62431527;VOLTARENE 50 mg, comprimé enrobé gastro-résistant;comprimé enrobé gastro-résistant(e);FAUX;;;NOVARTIS PHARMA;FAUX;10/04/1980;2;1
3968;62432376;CISPLATINE VIATRIS 10 mg/10 ml, solution à diluer pour perfusion;solution à diluer pour perfusion;FAUX;;;VIATRIS SANTE;FAUX;29/10/1999;2;1
3969;62432383;ENTECAVIR TEVA 0,5 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;TEVA SANTE;FAUX;15/12/2017;4;1
3970;62433250;IMNOVID 1 mg, gélule;gélule;FAUX;;EU/1/13/850;CELGENE EUROPE (PAYS-BAS);VRAI;05/08/2013;5;1
3971;62434676;EURARTESIM 320 mg/40 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;EU/1/11/716;ALFASIGMA (ITALIE);FAUX;27/10/2011;5;1
3972;62435116;FUROSEMIDE ZENTIVA 500 mg, comprimé sécable;comprimé sécable;FAUX;;;ZENTIVA FRANCE;FAUX;06/11/2014;2;1
3973;62435881;VALSARTAN SANDOZ 80 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;SANDOZ;FAUX;09/09/2010;4;1
3974;62436200;DILANTIN 250 mg/5 ml, solution injectable;solution injectable;FAUX;;;ESTEVE PHARMACEUTICALS;FAUX;09/07/1997;2;1
3975;62437067;CETIRIZINE VIATRIS CONSEIL 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;VIATRIS SANTE;FAUX;14/03/2005;2;1
3976;62437640;EVEROLIMUS EG 5 mg comprimé;comprimé;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;29/05/2018;4;1
3977;62438151;BEYFORTUS 50 mg, solution injectable en seringue préremplie;solution injectable;VRAI;;EU/1/22/1689;ASTRAZENECA AB;VRAI;31/10/2022;5;1
3978;62438913;VELCADE 3,5 mg, poudre pour solution injectable;poudre pour solution injectable;FAUX;;EU/1/04/274;JANSSEN CILAG INTERNATIONAL NV;FAUX;26/04/2004;5;1
3979;62439495;MOLSIDOMINE EG 2 mg, comprimé sécable;comprimé sécable;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;15/09/2000;2;1
3980;62439552;W464;granules et  solution en gouttes en gouttes buvable en gouttes;FAUX;;;WELEDA;FAUX;21/04/2020;3;1
3981;62439997;MOCLAMINE 150 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;BIOCODEX;FAUX;12/09/1990;2;1
3982;62440298;PREDNISONE VIATRIS 5 mg, comprimé sécable;comprimé sécable;FAUX;;;VIATRIS SANTE;FAUX;12/08/2004;2;1
3983;62440565;MERCURIUS SOLUBILIS WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH;crème et solution et granules et poudre unidose;FAUX;;;WELEDA;FAUX;19/01/2018;3;1
3984;62440939;AMISULPRIDE ARROW 200 mg, comprimé sécable;comprimé sécable;VRAI;Warning disponibilité;;ARROW GENERIQUES;FAUX;29/10/2003;2;1
3985;62442395;CUBICIN 500 mg, poudre pour solution injectable ou pour perfusion;poudre pour solution injectable ou pour perfusion;FAUX;;EU/1/05/328;MERCK SHARP & DOHME (PAYS-BAS);FAUX;19/01/2006;5;1
3986;62443305;SARGENOR A LA VITAMINE C SANS SUCRE, comprimé à croquer édulcoré à la saccharine sodique et au cyclamate de sodium;comprimé à croquer;VRAI;Warning disponibilité;;MEDA PHARMA;FAUX;21/06/2000;2;2
3987;62443337;LATANOPROST VIATRIS GENERIQUES 50 microgrammes/mL, collyre en solution;collyre en solution;VRAI;Warning disponibilité;;VIATRIS UP;FAUX;16/03/2012;4;1
3988;62443351;ANGELICA ARCHANGELICA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;LEHNING;FAUX;01/07/2013;3;1
3989;62443426;LOSARTAN/HYDROCHLOROTHIAZIDE TEVA 50 mg/12,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;TEVA SANTE;FAUX;16/11/2007;4;1
3990;62443668;DULOXETINE EG 30 mg, gélule gastro-résistante;gélule gastro-résistant(e);FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;04/07/2017;4;1
3991;62444026;PIQRAY 150 mg, comprimé pelliculé;comprimé pelliculé;VRAI;Warning disponibilité;EU/1/20/1455;NOVARTIS EUROPHARM (IRLANDE);VRAI;27/07/2020;5;1
3992;62444243;MANIDIPINE SANDOZ 10 mg, comprimé;comprimé;FAUX;;;SANDOZ;FAUX;07/06/2010;4;1
3993;62444268;ADTRALZA 150 mg, solution injectable en seringue préremplie;solution injectable;FAUX;;EU/1/21/1554;LEO PHARMACEUTICAL PRODUCTS (DANEMARK);VRAI;17/06/2021;5;1
3994;62444396;CATARSTAT, collyre en solution;collyre;VRAI;Warning disponibilité;;LABORATOIRE CHAUVIN;FAUX;20/12/1990;2;1
3995;62444574;NAUTAMINE, comprimé sécable;comprimé sécable;FAUX;;;COOPER (ABRÉGÉ DE COOPERATION PHARMACEUTIQUE FRANCAISE);FAUX;10/12/1997;2;1
3996;62444948;EZETIMIBE/SIMVASTATINE ALTER 10 mg/20 mg, comprimé;comprimé;FAUX;;;LABORATOIRES ALTER;FAUX;24/10/2018;4;1
3997;62445555;CEFTRIAXONE ARROW 1 g/3,5 ml, poudre et solvant pour solution injectable (IM);poudre et  solvant pour solution injectable;FAUX;;;EUGIA PHARMA (MALTA) (MALTE);FAUX;31/08/2001;2;1
3998;62445726;CIPROFLOXACINE SANDOZ 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;SANDOZ;FAUX;12/01/2005;2;1
3999;62446194;TRAMADOL/PARACETAMOL KRKA 75 mg/650 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;VRAI;Warning disponibilité;;KRKA (SLOVENIE);FAUX;06/05/2013;4;1
4000;62446447;DYSALFA 1 mg, comprimé;comprimé;FAUX;;;AMDIPHARM;FAUX;07/01/1997;2;1
4001;62448170;IRBESARTAN/HYDROCHLOROTHIAZIDE CRISTERS 300 mg/25 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;CRISTERS;FAUX;14/10/2011;4;1
4002;62448341;PUREGON 300 UI/0,36 ml, solution injectable;solution injectable;FAUX;;EU/1/96/008;ORGANON (HOLLANDE);FAUX;10/02/2000;5;1
4003;62448875;ACTAPULGITE 3 g, poudre pour suspension buvable en sachet;poudre pour suspension buvable;VRAI;Warning disponibilité;;IPSEN CONSUMER HEALTHCARE;FAUX;07/11/1994;2;1
4004;62450285;CIPROFLOXACINE VIATRIS 500 mg, comprimé pelliculé sécable;comprimé pelliculé;FAUX;;;VIATRIS SANTE;FAUX;07/03/2003;2;1
4005;62450342;MYCAMINE 100 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;FAUX;;EU/1/08/448;ASTELLAS PHARMA EUROPE (PAYS-BAS);FAUX;25/04/2008;5;1
4006;62450997;CYPROTERONE MYLAN 50 mg, comprimé;comprimé;VRAI;Warning disponibilité;;MYLAN SAS;FAUX;22/04/1996;2;1
4007;62451070;VANADIUM METALLICUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;31/10/2019;3;1
4008;62451405;FLUCONAZOLE VIATRIS 200 mg, gélule;gélule;FAUX;;;VIATRIS SANTE;FAUX;07/12/2005;2;1
4009;62452852;MESOCAÏNE 25 mg/5 ml, solution injectable;solution injectable;FAUX;;;LABORATOIRES ETHYPHARM;FAUX;22/06/1988;2;1
4010;62454764;GEMCITABINE HOSPIRA 38 mg/ml, solution à diluer pour perfusion;solution à diluer pour perfusion;FAUX;;;PFIZER HOLDING FRANCE;FAUX;14/04/2011;4;1
4011;62455371;DIERGOSPRAY 4 mg/ml, solution pour pulvérisation nasale;solution pour pulvérisation;FAUX;;;AMDIPHARM;FAUX;02/06/1998;1;1
4012;62456046;LEVODOPA/CARBIDOPA/ENTACAPONE VIATRIS 125 mg/31,25 mg/200 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;VIATRIS SANTE;FAUX;06/09/2017;4;1
4013;62457041;ISENTRESS 600 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;EU/1/07/436;MERCK SHARP & DOHME (PAYS-BAS);FAUX;13/07/2017;5;1
4014;62457123;INSULATARD INNOLET 100 unités internationales/ml, suspension injectable en stylo prérempli;suspension injectable;FAUX;;EU/1/02/233;NOVO NORDISK (DANEMARK);FAUX;07/10/2002;5;1
4015;62457244;EUPRESSYL 100 mg/20 ml, solution injectable (I.V.);solution injectable;VRAI;Warning disponibilité;;TAKEDA FRANCE;FAUX;09/07/2007;2;2
4016;62457493;STEROGYL 2 000 000 UI/100 ml, solution buvable en gouttes;solution buvable;FAUX;;;DESMA PHARMA;FAUX;21/03/1997;2;1
4017;62457618;AMOXICILLINE EG 1 g, comprimé dispersible;comprimé dispersible;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;30/01/2017;2;1
4018;62457931;RINVOQ 30 mg, comprimé à libération prolongée;comprimé à libération prolongée;FAUX;;EU/1/19/1404;ABBVIE DEUTSCHLAND (ALLEMAGNE);VRAI;20/08/2021;5;1
4019;62458353;TIMOLOL SANDOZ 0,25 POUR CENT, collyre en solution;collyre en solution;FAUX;;;SANDOZ;FAUX;10/12/1998;2;1
4020;62459156;ETILEFRINE S.E.R.B. 10 mg/1 ml, solution injectable;solution injectable;FAUX;;;SERB;FAUX;27/09/1990;2;1
4021;62459245;SUMATRIPTAN ARROW 50 mg, comprimé;comprimé;FAUX;;;ARROW GENERIQUES;FAUX;19/07/2021;4;1
4022;62459626;PERMIXON 160 mg, gélule;gélule;VRAI;Warning disponibilité;;MEDIWIN;FAUX;25/10/2007;7;2
4023;62459793;VOCADYS, pâte à sucer;pâte à sucer;FAUX;;;COOPER (ABRÉGÉ DE COOPERATION PHARMACEUTIQUE FRANCAISE);FAUX;07/06/1996;2;1
4024;62459811;NUX VOMICA COMPLEXE N°49, solution buvable en gouttes;solution buvable;FAUX;;;LEHNING;FAUX;05/04/2019;2;1
4025;62460176;EVEROLIMUS ZENTIVA 10 mg, comprimé;comprimé;FAUX;;;ZENTIVA FRANCE;FAUX;09/07/2018;4;1
4026;62460774;FENUGRENE, solution buvable;solution buvable;FAUX;;;LEGRAS;FAUX;08/11/2016;6;1
4027;62461303;OFLOXACINE ALMUS 200 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;BIOGARAN;FAUX;08/08/2006;2;1
4028;62461641;SILDENAFIL SANDOZ 100 mg, comprimé;comprimé;FAUX;;;SANDOZ;FAUX;04/01/2010;4;1
4029;62461940;ARIPIPRAZOLE MYLAN PHARMA 15 mg, comprimé;comprimé;FAUX;;EU/1/15/1005;MYLAN PHARMACEUTICALS (IRLANDE);FAUX;30/06/2015;5;1
4030;62462280;ELUSANES BARDANE 200 mg, gélule;gélule;VRAI;Warning disponibilité;;PIERRE FABRE MEDICAMENT;FAUX;23/12/2013;6;1
4031;62463044;XENAZINE 25 mg, comprimé sécable;comprimé sécable;FAUX;;;SERB;FAUX;28/07/2005;2;1
4032;62464573;FLUARIXTETRA, suspension injectable en seringue préremplie. Vaccin grippal inactivé à virion fragmenté;suspension injectable;FAUX;;;GLAXOSMITHKLINE;FAUX;19/06/2013;4;1
4033;62465928;SPIRONOLACTONE BIOGARAN 50 mg, comprimé sécable;comprimé sécable;FAUX;;;BIOGARAN;FAUX;17/08/1998;2;1
4034;62466193;PROPIONATE DE FLUTICASONE/SALMETEROL EG AIRMASTER 250 microgrammes/50 microgrammes/dose, poudre pour inhalation en récipient unidose;poudre pour inhalation;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;09/06/2021;1;1
4035;62466236;LYSOPAÏNE MAUX DE GORGE CETYLPYRIDINIUM LYSOZYME FRAISE SANS SUCRE, comprimé à sucer édulcoré au sorbitol et à la saccharine;comprimé à sucer;FAUX;;;OPELLA HEALTHCARE FRANCE;FAUX;26/01/2015;2;1
4036;62468162;RHOPHYLAC 200 microgrammes/2 ml, solution injectable en seringue préremplie;solution injectable;FAUX;;;CSL BEHRING (ALLEMAGNE);FAUX;15/06/2004;1;1
4037;62468632;FLUVASTATINE VIATRIS 20 mg, gélule;gélule;FAUX;;;VIATRIS SANTE;FAUX;10/06/2009;2;1
4038;62469022;LEVOTONINE, gélule;gélule;FAUX;;;PANPHARMA;FAUX;20/02/1981;2;1
4039;62469307;RANUNCULUS BULBOSUS WELEDA, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH;granules et  solution en gouttes en gouttes;FAUX;;;WELEDA;FAUX;01/12/2016;3;1
4040;62469549;ACTISKENAN 1 mg, comprimé orodispersible;comprimé orodispersible;FAUX;;;ETHYPHARM;FAUX;21/07/2021;4;1
4041;62469613;SPORANOX 100 mg, gélule;gélule;FAUX;;;JANSSEN CILAG;FAUX;26/02/1992;2;1
4042;62470487;MICAFUNGINE HIKMA 100 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;FAUX;;;HIKMA FARMACEUTICA (PORTUGAL);FAUX;25/11/2020;4;1
4043;62471347;HUMEX MAL DE GORGE LIDOCAINE/ALCOOL DICHLOROBENZYLIQUE/AMYLMETACRESOL 2 mg/1,2 mg/0,6 mg MIEL CITRON SANS SUCRE, pastille édulcorée à la saccharine sodique, au maltitol et à l'isomalt;pastille;FAUX;;;LABORATOIRES URGO HEALTHCARE;FAUX;09/12/2015;2;1
4044;62471742;LIDOCAINE ARROW 20 mg/ml SANS CONSERVATEUR, solution injectable;solution injectable;VRAI;Warning disponibilité;;EUGIA PHARMA (MALTA) (MALTE);FAUX;26/10/2018;2;1
4045;62472584;TADALAFIL ALTER 5 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;LABORATOIRES ALTER;FAUX;16/10/2017;4;1
4046;62472716;BACLOFENE SUN 0,05 mg/ml, solution injectable;solution injectable;FAUX;;;SUN PHARMACEUTICAL INDUSTRIES EUROPE (PAYS BAS);FAUX;16/02/2010;4;1
4047;62474215;EFAVIRENZ/EMTRICITABINE/TENOFOVIR DISOPROXIL MYLAN 600 mg/200 mg/245 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;EU/1/17/1222;MYLAN PHARMACEUTICALS (IRLANDE);FAUX;05/09/2017;5;1
4048;62474418;COVERAM 10 mg/5 mg, comprimé;comprimé;VRAI;Warning disponibilité;;MEDIWIN;FAUX;01/02/2017;7;2
4049;62475071;TRAMADOL CRISTERS LP 200 mg, comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;FAUX;;;CRISTERS;FAUX;16/08/2010;2;1
4050;62475527;CETIRIZINE SANDOZ CONSEIL 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;SANDOZ;FAUX;27/02/2004;2;1
4051;62476853;TRACTOCILE 6,75 mg/0,9 ml, solution injectable;solution injectable;FAUX;;EU/1/99/124;FERRING PHARMACEUTICALS (DANEMARK);FAUX;20/01/2000;5;1
4052;62478726;LATANOPROST TEVA SANTE 50 microgrammes/mL, collyre en solution;collyre en solution;FAUX;;;TEVA (PAYS-BAS);FAUX;16/12/2019;1;1
4053;62479447;ZEULIDE 3,75 mg, poudre et solvant pour suspension injectable à libération prolongée;poudre et  solvant pour suspension injectable à libération prolongée;FAUX;;;BESINS INTERNATIONAL (FRANCE);FAUX;21/11/2018;4;1
4054;62481238;ARIPIPRAZOLE CRISTERS 15 mg, comprimé;comprimé;FAUX;;;CRISTERS;FAUX;14/02/2017;2;1
4055;62481430;FORTUM 1 g, poudre pour solution injectable (IM, IV) ou pour perfusion;poudre pour solution injectable ou pour perfusion;FAUX;;;SANDOZ;FAUX;11/06/1985;1;1
4056;62481448;ODRIK 4 mg, gélule;gélule;FAUX;;;VIATRIS MEDICAL;FAUX;15/06/2004;2;1
4057;62481715;ASARUM EUROPAEUM BOIRON, degré de dilution compris entre 13CH et 30CH ou entre 26DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;13/08/2013;3;1
4058;62481804;DILATRANE 200 mg, gélule à libération prolongée;gélule à libération prolongée;FAUX;;;SERP;FAUX;07/07/1997;2;1
4059;62482429;MERCURIUS VIVUS WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH;crème et solution et granules et poudre;FAUX;;;WELEDA;FAUX;30/11/2009;3;1
4060;62483399;GONAL-F 300 UI/0,5 ml (22 microgrammes/0,5 ml), solution injectable en stylo prérempli;solution injectable;FAUX;;EU/1/95/001;MERCK EUROPE (PAYS-BAS);FAUX;23/02/2004;5;1
4061;62483787;FAMPYRA 10 mg, comprimé à libération prolongée;comprimé à libération prolongée;FAUX;;EU/1/11/699;BIOGEN NETHERLANDS (PAYS-BAS);FAUX;20/07/2011;5;1
4062;62484049;PERINDOPRIL TERT-BUTYLAMINE/AMLODIPINE VIATRIS 4 mg/5 mg, comprimé;comprimé;FAUX;;;VIATRIS SANTE;FAUX;06/09/2021;4;1
4063;62484063;GABAPENTINE CRISTERS PHARMA 100 mg, gélule;gélule;FAUX;;;CRISTERS;FAUX;27/09/2021;2;1
4064;62484138;OXYCODONE AGUETTANT 10 mg/mL, solution injectable;solution injectable;VRAI;Warning disponibilité;;AGUETTANT;FAUX;27/01/2016;2;2
4065;62484259;TRAMADOL ARROW 50 mg, comprimé;comprimé;FAUX;;;ARROW GENERIQUES;FAUX;18/01/2002;2;1
4066;62485126;MIRTAZAPINE ARROW 15 mg, comprimé orodispersible;comprimé orodispersible;FAUX;;;ARROW GENERIQUES;FAUX;19/08/2008;1;1
4067;62485208;ACICLOVIR BIOGARAN 200 mg, comprimé;comprimé;FAUX;;;GLAXOSMITHKLINE;FAUX;19/11/1998;2;1
4068;62485553;OFLOXACINE SUN 200 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;VRAI;Warning disponibilité;;SUN PHARMA FRANCE;FAUX;31/08/2006;2;1
4069;62486744;ZINC INJECTABLE 1 mg/ml, solution injectable à diluer pour perfusion;solution à diluer pour perfusion;FAUX;;;AGUETTANT;FAUX;07/08/1986;2;1
4070;62489092;PHYSOSTIGMA VENENOSUM BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;16/11/2017;3;1
4071;62490803;BINOCRIT 1000 UI/0,5 mL, solution injectable en seringue préremplie;solution injectable;FAUX;;EU/1/07/410;SANDOZ (AUTRICHE);FAUX;28/08/2007;5;1
4072;62490835;GELUCYSTINE 500 mg, gélule;gélule;FAUX;;;JOLLY JATEL;FAUX;30/10/1995;2;1
4073;62493347;SOLIFENACINE SANDOZ 5 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;SANDOZ;FAUX;31/05/2018;4;1
4074;62493354;SPLENINE WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;crème et solution et granules et poudre et pommade;FAUX;;;WELEDA;FAUX;23/05/2019;3;1
4075;62493653;AVONEX 30 microgrammes/0,5 ml, solution injectable;solution injectable;FAUX;;EU/1/97/033;BIOGEN NETHERLANDS (PAYS-BAS);FAUX;24/06/2003;5;1
4076;62493774;SILODOSINE BIOGARAN 8 mg, gélule;gélule;FAUX;;;BIOGARAN;FAUX;10/10/2019;2;1
